FIA_Code,CommonName,ScientificName,USDASP
6048,Olomea,Aidia cochinchinensis,AICO2
6049,Aidia racemosa,Aidia racemosa,AIRA2
6051,ailanthus,Ailanthus spp.,AILAN
6057,Chinese albizia,Albizia chinensis,ALCH2
6058,ukall ra ngebard,Albizia falcataria,ALFA5
6059,woman's tongue,Albizia lebbeck,ALLE
6061,ukall ra ngebard,Albizia retusa,ALRE
6062,whiteflower albizia,Albizia saponaria,ALSA10
6063,albizia,Albizia spp.,ALBIZ
6069,Hawaii alectryon,Alectryon macrococcus,ALMA
6072,Elattostachys falcata,Elattostachys falcata,ALSA12
6073,alectryon,Alectryon spp.,ALECT
6075,Indian walnut,Aleurites moluccana,ALMO2
6077,aleurites,Aleurites spp.,ALEUR
6078,lumbang,Aleurites trisperma,ALTR11
6083,Allophylus,Allophylus spp.,ALLOP
6084,chebeludes,Allophylus ternatus,ALTE13
6085,"ebeludes, chebeludes",Allophylus timorensis,ALTI2
6086,Nepal alder,Alnus nepalensis,ALNE2
6088,"chelebiob, elebiong",Alphitonia carolinensis,ALCA21
6089,Hawaii kauilatree,Alphitonia ponderosa,ALPO3
6090,Alphitonia,Alphitonia spp.,ALPHI
6091,toi,Alphitonia zizyphoides,ALZI
6095,deviltree,Alstonia macrophylla,ALMA16
6096,Alstonia pacifica,Alstonia pacifica,ALPA22
6097,alstonia,Alstonia spp.,ALSTO
6107,cashew,Anacardium occidentale,ANOC
6108,Anacolosa glochidiiformis,Anacolosa glochidiiformis,ANGL5
6109,Anacolosa insularis,Anacolosa insularis,ANIN13
6118,dermarm,Angiopteris evecta,ANEV
6124,Annona cherimola,Annona cherimola,ANCH9
6128,soursop,Annona muricata,ANMU2
6129,custard apple,Annona reticulata,ANRE
6130,Annona,Annona spp.,ANNON
6131,sugar apple,Annona squamosa,ANSQ
6135,Kapua china laurel,Antidesma kapuae,ANKA
6137,Antidesma bunius,Antidesma bunius,ANBU3
6138,Antidesma kusaiense,Antidesma kusaiense,ANKU3
6139,ha a,Antidesma platyphyllum,ANPL2
6142,Antidesma ponapense,Antidesma ponapense,ANPO8
6143,hame,Antidesma pulvinatum,ANPU2
6144,Antidesma sphaerocarpum,Antidesma sphaerocarpum,ANSP14
6145,chinalaurel,Antidesma spp.,ANTID
6148,Antirhea inconspicua,Antirhea inconspicua,ANIN2
6154,parana pine,Araucaria angustifolia,ARAN15
6155,New Caledonia pine,Araucaria columnaris,ARCO32
6156,New Caledonia pine,Araucaria excelsa,AREX4
6157,Norfolk Island pine,Araucaria heterophylla,ARHE12
6158,Araucaria,Araucaria spp.,ARAUC2
6159,Alexandra palm,Archontophoenix alexandrae,ARAL
6161,shoebutton,Ardisia elliptica,AREL4
6166,marlberry,Ardisia spp.,ARDIS
6167,betelnut,Areca catechu,ARCA41
6169,cabo-negro,Arenga pinnata,ARPI6
6171,breadfruit,Artocarpus altilis,ARAL7
6173,Artocarpus heterophyllus,Artocarpus heterophyllus,ARHE2
6175,"dugdug, Marianas breadfruit",Artocarpus mariannensis,ARMA28
6176,Artocarpus nobilis,Artocarpus nobilis,ARNO
6177,Marang,Artocarpus odoratissimus,AROD2
6178,meduu,Artocarpus spp.,ARTOC
6179,taputoi,Arytera brackenridgei,ARBR11
6181,afia,Ascarina diffusa,ASDI14
6184,Astronidium kusaianum,Astronidium kusaianum,ASKU2
6185,Astronidium navigatorum,Astronidium navigatorum,ASNA10
6186,meskui,Astronidium palauense,ASPA37
6187,Astronidium pickeringii,Astronidium pickeringii,ASPI11
6188,Astronidium samoense,Astronidium samoense,ASSA23
6189,Astronidium,Astronidium spp.,ASTRO4
6190,Astronidium subcordata,Astronidium subcordata,ASSU31
6193,ifi ifi,Atuna racemosa,ATRA2
6197,Bilimbi,Averrhoa bilimbi,AVBI
6198,carambola,Averrhoa carambola,AVCA
6199,Averrhoa,Averrhoa spp.,AVERR
6200,biut,Avicennia alba,AVAL
6203,Avicennia marina,Avicennia marina,AVMA3
6205,Avicennia,Avicennia spp.,AVICE
6208,Saitamu,Baccaurea taitensis,BATA
6213,ralm,Badusa palauensis,BAPA8
6215,bamboo,Bambusa spp.,BAMBU
6216,common bamboo,Bambusa vulgaris,BAVU2
6220,sea putat,Barringtonia asiatica,BAAS3
6221,langaasag,Barringtonia racemosa,BARA5
6222,falaga,Barringtonia samoensis,BASA9
6223,Barringtonia,Barringtonia spp.,BARRI
6225,Bauhinia binata,Bauhinia binata,BABI6
6226,Napoleon's plume,Bauhinia monandra,BAMO2
6230,bauhinia,Bauhinia spp.,BAUHI
6236,Javanese bishopwood,Bischofia javanica,BIJA
6237,bishopwood,Bischofia spp.,BISCH
6238,lipsticktree,Bixa orellana,BIOR
6239,bixa,Bixa spp.,BIXA
6242,akupa,Bobea brevipes,BOBR3
6243,ahakea lau nui,Bobea elatior,BOEL3
6244,Hawaii dogweed,Bobea sandwicensis,BOSA2
6245,ahakea,Bobea spp.,BOBEA
6246,ahakea,Bobea timonioides,BOTI
6247,parrotweed,Bocconia frutescens,BOFR2
6248,bocconia,Bocconia spp.,BOCCO
6250,virgata,Boehmeria virgata,BOVI7
6260,kanawao,Broussaisia arguta,BRAR6
6262,paper mulberry,Broussonetia papyrifera,BRPA4
6264,angels-trumpet,Brugmansia candida,BRCA12
6266,Oriental mangrove,Bruguiera gymnorhiza,BRGY3
6267,smallflower bruguiera,Bruguiera parviflora,BRPA15
6268,Oriental mangrove,Bruguiera sexangula,BRSE11
6269,bruguiera,Bruguiera spp.,BRUGU
6277,omail,Buchanania engleriana,BUEN
6278,gasu,Buchanania merrillii,BUME4
6279,"omail, deuachel",Buchanania palawensis,BUPA16
6280,Buchanania,Buchanania spp.,BUCHA
6286,dogtail,Buddleja asiatica,BUAS
6299,Burckella richii,Burckella richii,BURI3
6318,uhiuhi,Caesalpinia kavaiensis,CAKA5
6320,sappanwood,Caesalpinia sappan,CASA28
6329,weeping bottlebrush,Callistemon viminalis,CAVI23
6341,Alexandrian laurel,Calophyllum inophyllum,CAIN4
6342,tamanu,Calophyllum neo-ebudicum,CANE31
6343,chesemolech,Calophyllum pelewense,CAPE15
6344,"olebtaches, chesemolech",Calophyllum soulattri,CASO12
6345,calophyllum,Calophyllum spp.,CALOP
6346,roostertree,Calotropis procera,CAPR
6347,calotropis,Calotropis spp.,CALOT
6366,"kelela charm, kiu",Campnosperma brevipetiolatum,CABR18
6367,Campnosperma brevipetiolata,Campnosperma brevipetiolata,CABR42
6370,ilang-ilang,Cananga odorata,CAOD
6372,mafoa,Canarium mafoa,CAHA39
6373,mesecheues,Canarium hirsutum,CAHI14
6374,lukerr,Canarium indicum,CAIN42
6375,Pili Nut,Canarium ovatum,CAOV7
6377,Canarium,Canarium spp.,CANAR2
6378,maali,Canarium vitiense,CAVI26
6379,Canarium vulgare,Canarium vulgare,CAVU9
6381,Olasina,Psydrax merrillii,CAME35
6395,papaya,Carica papaya,CAPA23
6396,papaya,Carica spp.,CARIC
6397,scorpionbush,Carmona retusa,CARE22
6398,scorpionbush,Carmona spp.,CARMO
6399,fish tail palm,Caryota mitis,CAMI36
6400,Caryota,Caryota spp.,CARYO
6401,fishtail palm,Caryota urens,CAUR3
6405,keuert,Casearia cauliflora,CACA28
6408,Casearia,Casearia spp.,CASEA
6415,golden shower,Cassia fistula,CAFI3
6417,pink shower,Cassia grandis,CAGR11
6418,apple blossom,Cassia javanica,CAJA3
6420,kassod tree,Cassia siamea,CASI4
6422,Cassia,Cassia spp.,CASSI
6430,Panama rubbertree,Castilla elastica,CAEL5
6433,river sheoak,Casuarina cunninghamiana,CACU8
6434,beach sheoak,Casuarina equisetifolia,CAEQ
6437,"gagu,australian pine",Casuarina litorea,CALI8
6439,Haitian catalpa,Catalpa longissima,CALO8
6441,trumpet tree,Cecropia obtusifolia,CEOB
6444,pumpwood,Cecropia spp.,CECRO
6445,Spanish cedar,Cedrela odorata,CEOD
6449,kapoktree,Ceiba pentandra,CEPE2
6452,Celtis paniculata,Celtis paniculata,CEPA6
6459,chuti,Cerbera dilatata,CEDI12
6460,emeridech,Cerbera floribunda,CEFL2
6461,leva,Cerbera manghas,CEMA20
6462,chiute,Cerbera odollam,CEOD2
6463,Cerbera spp,Cerbera spp,CERBE
6469,Cereus hildmannianus,Cereus hildmannianus,CEHI3
6470,sweetpotato cactus,Cereus spp.,CEREU
6472,biut,Ceriops tagal,CETA2
6473,orange jessamine,Cestrum aurantiacum,CEAU2
6474,day jessamine,Cestrum diurnum,CEDI6
6477,night jessamine,Cestrum nocturnum,CENO
6478,jessamine,Cestrum spp.,CESTR
6482,koko,Chamaesyce atrococca,CHAT2
6483,ekoko,Chamaesyce celastroides,CHCE
6492,Herbsts sandmat,Chamaesyce herbstii,CHHE3
6493,kokomalei,Chamaesyce kuwaleana,CHKU
6494,alpine sandmat,Chamaesyce olowaluana,CHOL3
6495,Koolau Range sandmat,Chamaesyce rockii,CHRO2
6496,sandmat,Chamaesyce spp.,CHAMA15
6497,Napali coast papala,Charpentiera densiflora,CHDE3
6498,ellipticleaf papala,Charpentiera elliptica,CHEL
6499,broadleaf papala,Charpentiera obovata,CHOB2
6500,Koolau Range papala,Charpentiera ovata,CHOV2
6503,papala,Charpentiera spp.,CHARP
6504,Waianae Range papala,Charpentiera tomentosa,CHTO3
6507,Domins club,Cheirodendron dominii,CHDO3
6508,Fauries club,Cheirodendron fauriei,CHFA
6509,olapa,Cheirodendron forbesii,CHFO4
6510,lapalapa,Cheirodendron platyphyllum,CHPL
6513,cheirodendron,Cheirodendron spp.,CHEIR
6514,olapalapa,Cheirodendron trigynum,CHTR2
6517,alaweo,Chenopodium oahuense,CHOA
6518,goosefoot,Chenopodium spp.,CHENO
6525,vitiensis,Chionanthus vitiensis,CHVI22
6541,star apple,Chrysophyllum cainito,CHCA10
6542,satinleaf,Chrysophyllum oliviforme,CHOL
6545,Hawaiian tree fern,Cibotium heleniae,CIHE7
6546,Chamissos manfern,Cibotium chamissoi,CICH
6547,hapuu,Cibotium glaucum,CIGL
6548,hapuu li,Cibotium menziesii,CIME8
6549,manfern,Cibotium spp.,CIBOT
6552,quinine,Cinchona pubescens,CIPU
6553,cinchona,Cinchona spp.,CINCH
6555,Padang cassia,Cinnamomum burmannii,CIBU2
6557,ochod,Cinnamomum carolinense,CICA2
6561,ochod,Cinnamomum pedatinervium,CIPE6
6562,matieu,Cinnamomum sessilifolium,CISE2
6563,cinnamon,Cinnamomum spp.,CINNA2
6564,cinnamon,Cinnamomum verum,CIVE2
6565,juniper berry,Citharexylum caudatum,CICA8
6567,spiny fiddlewood,Citharexylum spinosum,CISP3
6568,fiddlewood,Citharexylum spp.,CITHA
6570,samoensis,Citronella samoensis,CISA2
6572,Lime (Tipolo),Citrus aurantifolia,CIAU
6574,sour orange,Citrus xaurantium,CIAU8
6575,lemon,Citrus xlimon,CILI5
6577,sweet orange,Citrus xsinensis,CISI3
6578,"grapefruit, kahet magas",Citrus grandis,CIGR
6579,limon china,Citrus hystrix,CIHY2
6580,"kahet, wild orange",Citrus macroptera,CIMA10
6581,Citrus maxima,Citrus maxima,CIMA5
6582,Citrus medica,Citrus medica,CIME3
6583,"calamondin, kingkang",Citrus mitis,CIMI3
6584,Citrus reticulata,Citrus reticulata,CIRE3
